# src K queryType(1=count,2=max) expectedResult
43185 3 2 -1
75675 2 2 75677
19514 1 2 19511
54699 2 2 73921
25061 4 1 75820
80331 1 1 1
23653 4 1 70914
43755 1 1 2
71988 2 2 -1
80876 1 2 67571
47738 1 2 5678
46149 2 2 46148
2155 4 1 78851
61690 3 2 -1
26190 4 1 0
48425 3 2 73974
48974 4 1 63167
48743 4 2 -1
70035 2 2 81110
58973 3 1 0
29692 3 1 45266
21760 1 2 21781
63964 2 2 59339
37083 1 1 3
68319 2 2 68601
44608 1 1 1
3331 3 1 21247
49949 3 2 80073
37586 4 1 73025
58618 4 2 81973
52494 2 1 0
37538 2 2 75617
23386 2 2 73473
71778 1 2 -1
24832 2 1 1466
32407 2 2 50605
16035 1 2 -1
3487 1 1 1
29075 2 2 29084
14781 2 2 56996
45167 3 1 5235
19928 2 2 71617
16775 1 1 3
70687 1 1 0
32259 2 1 2515
43560 1 2 43728
4370 3 2 79870
57429 3 2 -1
43199 1 2 4853
33822 2 2 33841
63594 3 2 80669
49427 2 1 202
5717 3 2 81843
64575 2 2 -1
24406 1 1 1
12873 1 1 1
23461 3 1 8206
13448 3 1 45904
67938 4 1 47057
34961 4 1 76785
52256 4 1 51028
58186 4 1 60135
51431 1 2 -1
10686 1 1 8
48216 2 2 64213
21673 4 2 81080
72190 4 1 27674
12693 2 1 32
12651 3 2 75284
45606 3 2 79915
72468 1 2 27005
39727 2 1 384
14999 4 1 79801
51673 1 2 78999
69902 3 2 78613
77994 3 2 -1
20615 1 1 1
68560 4 1 45919
66800 4 2 80016
72123 2 2 -1
3870 3 2 81250
9217 2 1 658
66141 4 2 81158
50822 4 2 81272
59538 2 2 59549
30029 4 1 0
51962 2 1 475
76380 4 2 81662
45957 1 1 9
43739 2 2 43742
29715 1 1 8
56251 3 1 3498
823 2 1 2211
7084 4 2 79118
76355 2 2 76354
63059 2 1 148
36668 2 1 71
46526 2 1 381
78349 1 2 47630
12930 2 2 77839
17839 2 1 443
20195 1 2 68997
40854 3 1 0
67390 3 2 75073
61794 2 1 71
40264 3 1 21941
59261 3 2 79950
18065 3 2 -1
10006 4 1 80045
45076 2 2 53851
50393 4 2 80578
57505 2 1 8
28896 2 2 59348
50629 3 1 0
61330 4 1 63784
56422 1 1 0
67782 4 2 -1
63411 2 2 78390
888 4 1 77137
57135 1 2 9950
11075 4 1 60060
9950 2 2 71717
3569 3 2 80520
30085 4 2 81811
36163 1 2 2977
57333 4 2 81022
8198 3 2 81625
3824 1 2 38727
3436 3 2 42296
16057 3 2 79991
75355 2 1 11
78993 2 1 3
8906 1 1 45
72855 1 2 78768
67381 1 1 2
45330 3 1 10295
59204 4 2 81611
56869 2 2 42440
5704 1 2 47847
48281 1 1 0
31236 1 2 2362
69205 1 1 1
55333 2 1 159
1933 3 1 55217
62958 4 1 50192
792 4 2 80998
42510 2 1 2272
73410 1 1 1
36790 1 1 0
30885 3 1 31484
44870 2 1 0
5171 2 2 77863
64874 3 2 80586
38227 2 1 225
25688 1 1 13
75019 2 2 75032
45217 3 2 77861
33746 2 2 66998
25358 1 2 61536
28756 4 2 81745
49289 2 2 49305
47259 4 1 66483
11447 3 2 81982
75665 3 2 74766
21637 1 2 31533
2589 1 1 59
169 2 2 61346
3415 1 1 27
3484 4 2 81155
80459 3 1 1
20936 1 1 5
39952 2 2 50391
5380 3 1 60193
80821 1 2 -1
16143 1 2 30208
31578 3 2 80934
63815 3 2 -1
19178 3 2 81600
60197 2 2 -1
36366 4 1 71045
41911 3 2 80920
44296 4 2 81789
35779 3 2 80456
79618 3 1 0
41770 1 2 30300
68235 2 2 53781
40285 4 2 81206
32471 4 1 73684
20270 4 1 68965
13698 3 1 26660
72265 2 2 -1
79483 1 2 55520
49948 2 1 47
13300 1 1 20
4441 4 1 80027
20115 2 1 856
41997 4 2 81525
14732 4 1 78074
42738 1 2 73059
62881 2 1 31
81666 4 1 1
71885 2 1 28
36214 4 2 81807
45588 2 1 391
74904 4 2 79654
49264 1 2 59071
38062 2 2 76207
1987 4 2 81885
27868 3 2 75910
80084 1 2 60454
17007 1 2 66327
76864 2 2 76866
9458 2 1 675
76022 1 1 1
51857 4 2 74672
70648 2 1 35
1112 2 1 8376
48355 2 1 232
60482 3 1 1454
56625 4 2 81319
71246 1 1 2
20967 2 1 3990
24256 1 1 16
80972 4 2 76180
80732 1 2 66169
2506 1 2 32897
58535 1 1 1
60587 2 2 67504
43202 1 1 2
59231 1 2 11033
80227 2 2 61404
21661 2 1 0
35674 3 1 16990
65843 1 1 1
765 4 1 74083
24198 2 2 36595
81738 4 2 -1
79833 1 1 3
37443 4 1 62243
58391 1 2 63393
15077 2 2 75147
19631 1 1 188
33500 2 2 75988
37377 3 1 29813
26897 1 2 72420
57320 1 1 1
68289 2 1 98
14234 1 1 2
30783 2 2 60873
16447 2 2 61193
4858 4 1 80583
59834 1 2 80020
4539 4 2 80177
5364 2 2 77238
21078 3 2 79916
62624 4 1 57008
3659 3 1 21247
58185 1 2 10504
43751 3 1 10300
5131 3 1 40356
57371 4 2 79724
16246 1 2 65695
42987 1 2 77426
42320 3 2 79136
75051 3 1 627
891 1 2 22058
54435 1 1 2
16128 1 2 -1
22778 3 1 8444
24232 3 1 5325
4782 1 2 381
10052 2 1 850
69690 3 2 72678
25972 2 1 351
78059 2 2 -1
22030 2 1 464
77400 3 1 0
18055 1 1 16
25493 2 1 3982
36775 2 2 36813
36253 2 1 149
51884 3 2 79012
17705 1 1 12
79045 2 2 52234
4743 4 1 69660
36180 2 2 -1
59534 2 2 44724
41908 4 2 -1
50918 4 2 81874
2470 3 2 79434
19276 3 2 81194
78950 2 1 8
77450 4 2 77452
21383 3 1 10738
25412 2 1 439
59630 2 1 0
10862 4 1 77998
48017 2 2 78406
39585 4 2 81739
22942 4 1 70495
44134 2 2 44138
48192 1 1 0
81560 4 2 75111
9297 2 2 79540
58434 2 2 81855
59183 3 2 81105
27973 2 1 1039
81071 1 2 69740
7645 3 1 36334
41773 3 2 77117
26578 1 1 21
15076 2 1 1581
64808 1 1 1
33539 1 1 4
26245 2 2 72157
67092 3 2 78989
21698 2 2 71643
45302 1 2 -1
47427 4 2 -1
19053 1 2 68019
55413 3 2 79463
26597 2 2 26659
68908 4 1 52858
34710 2 1 405
75486 3 2 80952
34247 3 1 26872
76313 4 2 -1
5443 3 2 76701
38345 2 2 63398
42732 1 1 0
17507 3 2 80809
35391 4 1 76386
7485 1 1 3
37748 3 2 76125
20881 3 1 3923
9958 2 2 72655
15493 2 2 70760
65792 1 2 -1
49002 4 1 0
1071 3 1 29679
67602 2 1 12
54327 1 1 1
41041 1 1 4
38549 1 1 17
46390 1 2 26012
54587 1 1 1
75419 4 2 81589
10707 1 1 3
11093 1 2 59316
72043 3 1 215
5830 1 2 48431
47287 4 2 81858
28395 2 2 70077
17970 3 2 81362
76475 3 2 66704
19266 2 2 72986
27315 4 1 69742
75246 2 2 34541
79697 2 2 -1
75265 1 2 -1
22184 4 1 17433
43030 2 2 43031
35133 4 2 81753
43998 3 1 0
68264 4 2 82075
23557 3 1 0
65667 1 1 2
65074 1 2 -1
25575 4 1 0
20069 1 1 15
6846 1 1 2
21740 3 1 20571
63874 2 2 -1
59682 1 1 1
10895 4 1 74004
22258 3 2 70196
57300 4 2 81642
8444 4 1 0
66535 1 1 0
26022 1 1 24
43130 2 2 79772
36451 2 2 75797
62278 3 2 81704
34621 2 2 62866
13079 4 2 81403
52142 4 2 80496
12552 3 2 79955
33630 4 1 66324
12247 4 2 81558
45564 3 2 -1
56521 3 2 77819
50314 1 1 2
17230 2 2 73573
42730 4 2 -1
3323 2 2 4787
9963 4 1 77853
15437 4 2 81738
10847 1 2 58890
13487 1 2 30370
13155 4 1 60474
1979 1 2 29364
74543 3 1 3105
33770 3 1 8688
39605 1 2 76651
27881 2 2 76987
40122 4 2 81913
36680 1 1 3
44084 2 1 140
22152 3 2 78233
76688 2 2 76689
59949 2 2 44494
58860 2 1 0
63090 2 2 63091
42642 3 2 80533
41604 2 1 0
32121 4 2 81501
71279 3 2 -1
44185 3 1 5894
37632 4 1 73319
81213 3 2 71179
67917 2 2 -1
5818 3 2 81645
33149 1 1 1
1316 3 1 30114
78643 3 1 205
64042 2 1 7
23102 2 1 350
31957 1 1 7
47719 2 2 47718
19693 3 2 -1
43677 1 1 1
11584 3 2 77849
25223 3 1 37415
68019 2 1 8
60369 4 2 81714
24240 4 1 62338
63023 1 2 13766
80596 2 2 64946
76190 1 2 38004
79789 2 2 57725
27597 1 2 11583
9432 1 2 56355
65714 2 1 0
41965 2 1 0
67957 4 1 38932
61902 2 2 61959
66753 3 2 -1
13580 1 1 3
20742 2 2 74712
71347 4 2 81904
13527 4 2 81900
69585 2 2 69584
44261 1 1 3
22769 2 1 850
22449 2 2 76522
8576 3 2 81895
36345 3 1 5085
70780 1 1 1
69428 1 2 21015
5776 1 2 48236
30569 2 1 0
38596 4 2 81767
22340 4 1 67210
6668 1 2 5706
82097 2 1 2
57995 1 1 8
38250 2 1 223
15376 4 2 80594
64723 3 1 1228
27106 2 2 72966
693 2 2 68949
59821 4 1 48386
74710 1 1 2
71066 1 1 1
23354 1 2 29331
4318 4 1 78450
66003 1 2 79283
37489 4 2 80953
40309 2 2 76836
47553 2 1 144
13679 2 1 780
60683 2 1 15
29433 3 2 79591
45020 1 2 -1
9770 2 2 75158
35271 4 1 74304
23439 3 2 80634
44917 2 2 44928
80562 1 2 82047
41887 2 2 67198
55304 4 1 0
32399 4 1 76062
49531 3 2 78638
9442 2 2 78390
60342 4 2 81126
73246 1 1 1
42427 1 1 2
64557 1 1 0
70441 3 2 -1
27930 1 2 24366
7288 3 2 52787
81122 3 1 9
1567 3 1 57986
1094 4 1 80049
45113 4 1 0
71727 3 1 1472
8046 3 1 59127
46806 3 2 77395
53046 3 1 1863
57184 4 1 0
80039 3 2 60079
7139 3 1 39408
80298 1 1 1
38108 4 2 81854
29815 3 1 13207
63372 1 1 4
17465 3 2 75483
9343 3 1 26431
6229 4 1 79091
82124 1 2 81480
44069 3 1 8648
9524 4 1 78316
63103 4 2 80685
54203 3 2 -1
41477 4 1 58004
53238 4 1 69476
15029 4 2 82002
53520 2 1 13
21961 4 2 81947
25357 2 1 0
67952 2 1 60
77219 2 2 77220
24992 3 1 47231
44938 4 2 -1
44735 2 1 210
47080 4 1 69655
81457 1 2 74044
61852 1 2 13004
71257 4 1 44807
4353 1 2 41236
49554 4 2 81600
57298 1 2 34932
73306 2 1 7
80630 4 2 80634
31280 3 1 54649
65092 2 2 -1
6544 2 1 1375
26836 1 2 26834
1694 4 2 81967
49294 2 1 201
37855 1 2 76144
47646 1 2 35919
10910 2 2 79922
8463 1 1 6
2369 2 1 4430
25407 1 2 71748
67576 2 1 7
26170 1 1 1
22369 3 1 2548
5900 2 1 4008
589 1 2 19350
57926 4 2 80623
49008 4 1 74266
79134 3 1 142
41504 1 1 1
29404 4 1 63524
637 1 1 127
15828 1 1 24
45097 4 1 70533
32202 1 2 2494
23641 4 2 80850
22027 4 1 67117
71474 2 1 6
42692 1 2 21951
57563 3 1 1219
9941 2 1 670
37827 2 1 65
50546 2 2 80288
68309 3 1 0
30268 3 2 78502
42078 2 1 639
28887 1 2 1901
33479 4 1 0
26401 3 1 29573
13394 3 1 48547
4487 2 1 1911
13570 1 2 62804
29605 3 1 16061
26723 1 1 3
60098 4 2 81190
49028 2 2 72787
60760 2 2 -1
43839 2 2 43872
3642 3 1 21247
51761 3 2 -1
42873 1 2 4826
7806 2 1 8172
21470 1 1 8
54754 2 1 66
79852 3 2 69468
28288 1 2 54467
3497 3 1 46406
74310 3 2 81479
21017 2 2 21024
45485 2 1 799
10372 1 1 10
71333 4 2 76565
51772 2 1 0
73133 1 2 28342
57154 4 1 57906
35561 3 1 24242
31608 3 2 74666
37693 2 1 3990
21248 2 1 917
47547 1 1 1
66861 2 2 -1
75876 1 1 0
19369 1 2 28327
1461 3 1 52573
28610 3 2 80367
7717 4 1 69220
64022 1 2 14658
29550 4 1 75538
40868 4 1 75922
5728 1 1 43
79614 2 1 0
45805 3 1 18222
28688 4 2 81711
55942 2 2 55941
33585 4 1 63911
2438 4 1 79215
50362 2 2 50363
14026 1 1 5
55744 2 2 63743
49831 1 2 6141
77758 2 1 7
13105 1 1 4
52147 4 1 49804
46434 4 1 60356
58001 4 2 81967
61415 1 2 12602
81838 3 2 -1
40955 2 1 0
56908 4 1 32454
55696 2 1 244
76676 4 2 -1
47191 1 2 22161
28774 4 2 81969
28205 3 1 3717
81163 1 2 70609
38664 4 2 77863
32333 1 2 73990
24259 4 2 81947
8009 3 2 80683
61829 3 1 2101
56049 3 2 -1
36498 2 1 140
40315 3 2 74860
39191 2 2 66168
50325 3 1 17851
49993 1 1 3
42817 1 1 6
55710 4 1 52903
60964 3 1 8785
60438 4 2 76905
61926 2 1 0
40144 3 1 11947
19861 1 2 68812
22480 2 2 63890
60304 4 2 81470
56172 2 2 79563
14671 2 2 62175
46117 2 2 62362
68835 3 2 -1
4803 2 2 77264
18201 1 1 4
14760 3 2 77260
45775 3 1 7459
74676 3 2 -1
66103 1 2 -1
73502 3 1 468
49047 2 1 14
45955 2 1 839
33864 3 1 16518
39265 2 1 2352
15378 1 1 7
69815 1 2 21623
7312 2 1 3676
16192 3 1 29893
57225 1 2 9994
78711 1 2 -1
6774 4 2 81995
12190 3 2 78087
72427 2 1 287
75852 1 2 36670
58630 1 1 1
62771 4 1 58930
17637 1 2 413
68745 2 1 31
3078 4 1 80280
3543 3 2 42296
51052 4 1 66665
72287 3 1 4592
14425 2 2 63855
72317 3 1 814
50530 4 1 0
27491 2 1 409
21676 1 2 69839
48990 1 2 -1
20221 2 1 60
72843 2 2 72844
46586 2 1 385
53884 1 1 1
71677 3 2 65011
13162 4 2 -1
74667 3 2 -1
60526 3 2 75630
59090 4 1 71210
5962 1 2 48978
16444 4 1 72991
38384 3 1 0
24248 3 1 19628
69625 1 1 1
60309 2 2 72785
35732 1 1 5
34980 2 2 35054
74990 1 1 0
45987 2 1 538
48167 2 1 214
67238 3 2 67239
17038 4 2 81827
27397 4 1 63122
29602 4 1 65942
44227 2 1 665
6674 2 1 1453
20760 4 2 82114
76002 3 2 76006
11160 1 2 18276
82162 3 2 -1
17221 4 2 81217
76151 1 1 0
23238 4 1 77155
73967 3 2 -1
8611 1 2 43817
34930 3 1 45741
48716 3 1 8457
415 2 1 4706
70779 2 1 8
71435 3 1 0
9888 4 1 79314
58765 3 1 7063
15935 3 2 76420
76729 1 1 0
77763 4 1 16608
44838 1 1 3
20140 4 2 81947
48737 4 1 63683
24061 3 1 9174
42124 3 1 9559
1982 3 1 40931
35765 3 1 9612
54681 1 2 -1
63474 4 2 80187
22592 1 1 12
51632 2 2 51631
24154 3 2 71196
15701 2 2 15711
68225 3 1 2691
2988 4 2 81947
48426 4 2 81441
39113 3 1 37245
7838 4 1 79984
32228 1 2 69159
46097 2 2 61193
14823 3 1 24634
38333 4 1 61920
57955 4 2 81453
72972 1 2 -1
34477 1 2 47570
67228 4 1 19064
42205 2 1 110
66735 1 2 80796
2711 2 1 549
9182 2 1 5199
71531 3 1 1275
12920 1 1 1
2565 2 1 6404
70560 4 2 73023
33799 2 1 303
77366 4 1 31310
46546 4 1 71860
23267 4 2 -1
69939 2 2 69943
163 3 1 61447
30030 2 1 12
29870 2 2 72582
29482 3 2 80461
64930 1 2 15385
26379 4 1 74360
23674 2 1 4692
6590 1 1 42
49584 4 2 81126
73251 2 2 73252
4600 3 2 42296
33762 3 2 79980
7670 4 2 81995
73823 3 2 70627
65126 2 2 -1
49849 4 1 0
55361 3 1 7787
62355 1 1 1
71728 3 1 2009
9895 3 1 36441
70831 1 1 1
9136 2 1 1840
27431 3 2 78095
42747 3 2 79153
69208 1 1 2
69015 4 1 41135
51 4 1 80699
28491 1 1 2
59965 1 2 11529
80875 2 1 0
71156 3 2 71157
16167 1 1 0
33005 4 1 56238
65471 3 2 73745
50728 4 1 57095
36308 4 1 63728
60466 4 1 60614
43308 2 1 565
16533 3 2 81105
44488 1 2 8437
51726 1 2 -1
20653 2 1 256
13654 1 2 62884
7899 1 1 46
67799 1 2 18770
29295 2 2 79337
49574 4 1 58470
30066 2 2 53125
8945 3 2 81049
49874 3 1 10689
68248 4 2 -1
41394 1 2 -1
82089 1 2 -1
13156 3 2 79118
13785 4 2 81930
14694 3 2 70913
57230 4 1 58264
11156 1 2 33447
38938 3 1 20999
2315 1 2 31024
12420 1 2 42549
40301 2 1 0
63294 2 2 -1
48225 1 1 0
70780 2 1 18
57103 1 1 2
44590 1 1 2
10621 2 2 79863
58786 4 2 -1
34245 4 2 81760
25346 2 1 94
49153 3 1 11790
76942 4 2 81235
5972 4 1 77380
57055 2 1 34
10931 3 1 50778
21540 3 1 13903
65252 1 1 1
31000 2 1 912
2599 1 2 33694
56165 4 2 -1
18 3 1 40300
32580 1 1 1
58770 2 2 68919
37487 4 2 80953
61457 4 1 31149
11394 3 1 60191
25280 2 1 279
77318 4 1 32823
23440 3 1 11910
52712 1 1 1
47656 2 2 47660
23233 4 2 81906
34528 3 1 22275
61351 1 2 80218
51827 1 2 79008
80501 1 2 -1
22282 4 2 81123
74216 1 1 0
74684 3 1 741
18165 3 1 9521
18260 4 1 77769
30480 4 2 81790
51902 4 1 20177
75082 1 1 0
48776 1 2 5925
12836 2 1 297
13740 1 1 72
80893 3 2 80898
30255 3 2 73806
63265 4 1 54746
23140 4 2 81944
54714 2 2 61267
44035 4 1 63243
27937 1 1 3
48702 4 2 81439
77233 4 2 81477
54781 4 1 41512
22789 4 1 69990
2199 1 2 30460
52062 3 2 80154
16744 4 2 81806
48865 2 2 -1
13894 1 2 30498
29272 2 1 123
33645 4 2 81846
10691 1 2 27830
81646 4 2 76182
39038 4 1 69058
55775 1 1 1
7066 2 2 64209
45900 2 2 45944
41098 3 2 75609
62580 2 2 -1
40626 4 2 81662
61417 1 1 0
3205 2 1 6281
33411 3 1 13387
70089 3 2 74690
7946 3 1 43699
34311 4 2 81379
41876 1 1 4
50333 4 1 68848
41811 1 2 77126
42974 1 1 7
44830 4 2 81126
74397 3 1 0
67951 4 2 79569
21601 4 2 81928
40955 4 2 -1
24044 3 1 0
58507 1 2 27224
51901 1 1 2
6306 4 1 76327
27678 1 2 72853
14066 1 2 228
48544 4 2 81947
11752 1 1 2
16679 1 1 77
799 2 2 2437
9934 3 2 80728
41556 2 2 41555
43558 3 2 79590
28013 3 2 73046
11408 4 1 77563
36281 3 2 75758
1135 2 2 70911
10101 4 1 66295
36870 2 1 424
27215 2 1 0
19215 3 1 46816
76949 4 1 18019
45483 4 1 66792
78157 4 1 24491
19923 3 2 79509
526 4 2 74289
1753 1 1 6
23266 4 2 81995
75756 3 2 71319
70377 2 2 -1
65402 1 2 15893
41733 3 1 19719
37185 2 2 45228
53787 4 2 82022
65984 3 2 80712
73644 2 1 81
76979 4 1 25357
1238 2 1 2500
13049 2 1 7879
66634 4 2 80796
51341 2 1 36
46998 3 2 78716
44859 4 1 43161
27575 2 1 1199
73662 3 1 195
58951 2 1 141
35171 3 1 423
20785 2 2 73727
81223 2 2 71273
67657 3 2 76325
30280 2 2 80831
40000 1 1 14
1085 4 1 76642
59801 4 1 60592
74181 2 1 23
41596 1 1 2
79303 1 2 54254
10913 4 2 81873
14332 4 1 74407
26570 2 2 67651
15900 4 2 81900
62713 2 2 62720
8988 4 2 81947
78488 2 1 0
2977 3 2 80250
54641 1 2 54643
54431 1 1 0
59912 2 1 136
45702 2 1 644
32863 3 2 80062
20753 2 2 69302
80721 1 1 1
71404 4 1 0
64649 2 2 64684
40058 4 1 54800
44470 3 1 16084
28223 4 2 80853
21661 4 1 0
31147 3 1 20094
47429 4 2 81439
65615 2 1 20
2966 1 1 12
3728 1 2 39646
947 2 1 6587
66130 3 1 1147
82060 2 2 80729
58220 2 2 79848
73318 1 2 73320
6089 3 1 53224
62235 2 1 0
15405 1 2 44419
30209 3 1 26802
20556 2 1 416
81266 1 1 0
30312 4 2 81345
36640 4 2 -1
36688 2 1 1427
24122 1 1 0
6331 3 2 80958
42262 2 1 537
59592 3 2 79234
17528 1 2 17535
80754 1 1 1
48623 4 2 81556
61321 3 1 871
26709 4 2 81218
4723 2 2 76667
45217 4 2 81666
77990 4 2 78724
28071 4 2 81187
49151 4 2 82022
52571 1 2 79089
12213 1 2 27639
68669 4 2 80970
35191 2 2 81590
72264 1 1 2
53424 2 2 -1
76084 3 1 1669
972 4 2 81501
49738 3 2 78664
14530 3 2 64247
51714 4 1 64980
41232 4 2 81210
12550 4 1 79300
60385 1 2 11771
30268 1 2 73808
4290 3 1 21247
71982 4 1 8988
13432 3 2 77833
33329 1 1 7
34247 2 1 1505
50357 1 1 12
61284 2 1 13
54056 4 1 62710
79056 3 2 79055
22805 1 2 -1
75828 1 2 48651
16017 3 2 -1
41423 2 1 68
74310 2 1 5
12342 4 1 78689
81863 1 1 0
2808 4 1 54817
64928 4 1 0
14620 4 2 81671
36681 2 2 36694
67703 1 2 80887
42136 1 2 4709
36343 2 1 2024
61273 4 1 58017
60002 4 1 39245
64264 2 1 0
27563 1 2 72797
34130 2 2 80791
51595 2 2 -1
10769 1 1 121
16151 2 2 65587
43835 4 1 65293
27235 1 1 7
45366 4 2 81081
81583 1 2 75392
5277 1 2 45800
60750 3 1 0
32161 4 1 77482
8800 1 1 150
70975 4 1 32277
16568 1 2 1266
62679 2 1 0
73719 1 1 1
49671 3 2 78648
3907 1 1 49
37869 2 2 37871
37371 4 1 51289
36821 1 1 8
6073 2 2 77585
76097 2 1 17
31426 2 2 74177
30773 4 1 77813
71250 4 2 -1
42294 3 2 79297
13760 4 1 78745
35983 2 2 76446
36415 1 1 1
51581 1 2 6702
14028 4 2 81790
31325 1 2 39200
31574 1 1 2
67071 1 2 53140
8727 3 1 26986
10834 2 2 10873
1403 4 2 82050
54030 3 2 79208
7591 1 1 3
52485 3 1 8216
57572 1 1 1
61561 1 2 56764
80576 3 1 59
6023 4 2 82098
42337 2 1 1187
9963 1 1 26
72613 1 1 1
3261 3 2 42296
60436 2 1 0
25757 3 2 74115
1902 4 1 78886
42399 3 1 23142
3846 4 1 71044
68056 1 1 2
49962 1 2 78700
21157 1 1 3
32357 3 2 77660
2251 2 2 30710
46871 3 2 79327
6421 1 2 50662
60940 4 2 81999
12202 3 2 81321
19290 3 2 72832
19396 1 1 5
60530 3 2 80172
27122 2 2 27154
23267 4 1 0
61978 1 1 2
12822 1 1 25
36589 3 2 80479
1436 3 1 66418
27281 2 2 78484
53952 3 2 79267
21213 4 2 81937
22537 3 1 9682
32324 1 1 33
42850 3 2 79747
50790 1 1 0
45975 3 1 0
25832 3 1 0
24886 3 1 22438
7081 1 1 4
18722 1 1 4
17985 1 1 6
19299 3 2 76806
22036 3 2 79845
29346 4 2 81730
26691 3 2 78408
17986 3 2 78004
49665 1 2 6104
73728 2 1 22
50054 4 1 0
81499 2 2 74557
66553 4 1 60075
7712 2 1 5236
56224 1 1 1
82115 4 1 11
58676 4 2 -1
26093 3 2 75645
32525 3 2 74672
5207 2 2 42900
2792 1 1 203
19198 1 2 19196
17875 4 2 81559
21331 2 2 69654
18243 4 2 81713
70597 3 2 54605
79214 4 2 81909
13346 2 2 13348
75324 4 1 17580
74783 4 2 79736
35972 4 1 0
34133 3 1 8723
21734 1 1 42
20002 2 1 5168
36492 2 1 139
30875 3 2 71592
23664 2 1 4204
13217 1 1 20
41835 2 2 59283
40533 1 2 76877
28725 1 1 1
48073 2 1 214
41341 1 1 1
14538 4 2 81184
38655 3 1 5769
61289 3 1 790
51302 1 2 6612
44191 3 1 5894
11399 2 2 80010
4487 3 2 81086
7750 1 2 5706
43118 4 1 58447
57290 2 2 74182
49515 3 1 3454
52184 4 1 45619
24967 4 1 0
26622 2 2 68044
16350 1 2 343
27470 2 1 373
5465 3 2 81532
55214 2 1 0
24336 1 1 1
44764 1 2 5066
45420 3 2 -1
65671 2 1 165
26447 2 1 4852
20497 3 1 11522
72082 1 1 1
12882 2 1 968
56485 3 1 12776
59870 4 2 81118
64038 3 2 -1
35449 3 2 81592
18639 3 2 79954
74628 3 1 3213
54051 4 2 81141
71192 1 2 24160
18706 3 2 79708
34536 1 2 75241
77391 3 1 1641
79996 2 1 6
27924 2 2 64256
53149 3 2 79173
31854 1 1 6
58968 3 2 77703
17111 4 1 77609
24099 3 2 71167
15029 4 2 82002
48106 3 1 11378
972 1 1 4
35958 1 1 4
18008 1 2 67294
50908 3 2 80073
30579 3 1 18220
65020 2 1 3110
975 4 2 81793
63518 3 2 80461
35081 2 2 71003
43069 1 1 0
76377 4 2 -1
40251 4 2 81250
25165 2 2 -1
64927 3 1 5942
24866 3 2 71601
36726 1 2 38584
73586 4 2 74672
24583 2 1 1292
6185 1 1 11
56389 3 2 79587
51268 1 1 4
36786 2 2 81616
30477 3 1 24761
3571 1 2 28334
62703 1 1 0
79854 4 2 79855
70565 1 1 2
16972 1 1 12
80225 2 1 0
81550 3 2 -1
76680 2 1 20
66403 3 1 3881
77373 4 2 77395
393 4 1 77818
12056 4 1 75668
44957 2 2 77820
52906 4 2 81434
44389 2 2 77744
53730 2 1 0
66199 2 1 0
47259 2 1 274
56776 2 1 43
24737 3 1 4712
52330 3 1 0
21280 2 2 21322
40576 1 2 4078
28087 1 1 16
76213 4 1 8531
46002 2 1 457
71310 4 2 -1
68380 4 2 81131
36764 3 1 17386
67224 4 2 81436
78040 1 1 0
44484 1 2 77719
38852 4 1 77827
48865 2 2 -1
36817 2 2 36839
52380 1 2 -1
36258 3 2 75756
18281 1 2 67486
45680 4 1 60228
51095 3 1 13535
11675 3 1 62057
13936 4 1 68621
67282 2 1 376
73861 4 1 13900
82021 1 2 80355
19112 2 1 1620
55998 2 1 140
26576 1 1 2
81238 1 2 71482
65729 2 1 21
29144 4 1 72483
77148 4 1 16337
19623 2 2 -1
72131 3 2 72130
52365 1 2 7373
42926 3 1 13635
38599 2 1 0
22593 3 1 54012
59893 1 2 50364
40363 4 2 80697
1120 4 1 73325
39062 2 1 689
15213 3 2 82050
79766 4 2 -1
10040 3 2 78251
3527 3 2 74855
77294 2 1 18
14312 4 1 77575
53986 2 2 37818
29999 2 1 409
69519 1 1 2
67986 1 2 18970
8002 4 2 82124
13898 1 1 4
32632 3 2 80154
78538 2 1 20
43388 4 2 79848
41319 4 1 0
2080 1 2 398
55452 1 2 9219
77585 3 2 71735
15628 3 2 77600
8265 4 1 74584
12460 3 2 60808
2202 3 1 52988
11850 2 2 80087
70886 3 2 72954
185 3 1 49742
77081 3 2 -1
28325 3 2 73122
16006 1 2 45486
76820 3 2 53604
27655 4 1 34626
9102 4 2 81790
21553 4 2 -1
79570 1 2 -1
41420 3 2 72401
38795 2 1 476
62539 4 2 81393
23459 2 2 79358
46384 3 2 78073
56278 1 1 1
30568 4 1 72253
32527 4 1 75605
20407 4 1 76240
2355 2 2 31209
66285 4 2 -1
56915 1 2 9840
38526 1 2 3387
44405 3 1 12900
51529 4 2 -1
52383 4 2 -1
39056 2 2 76518
33632 2 1 1144
68590 2 1 17
48967 1 1 1
21500 4 2 81967
10011 4 1 79380
80118 4 1 0
41912 3 1 31005
24719 2 1 1500
70494 2 1 0
14800 4 1 72622
75017 2 2 82131
57899 3 2 -1
10677 1 2 58557
67891 2 2 67916
33292 1 2 16540
66097 4 1 38971
61046 1 2 12329
61377 4 2 -1
35006 1 2 13323
5239 2 1 12057
56450 1 1 2
9096 3 1 61407
57395 4 2 -1
69484 4 1 42117
23902 1 1 6
21164 1 1 7
53054 3 1 13281
32238 1 2 2494
81298 3 2 81303
14941 2 1 192
15964 4 2 -1
1046 2 1 2208
23368 2 2 68487
71255 1 1 4
15624 4 1 73657
